,Region and country of birth,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998 1,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
170,New Caledonia, 7 , 8 , 3 , 8 , 2 , 7 , 3 , 11 , - ,4,3,3,6,5,D,D,5,7,5,5,13,6,5,3,6,6,9,5,4,6
171,New Zealand, 789 , 829 , 793 , 967 , 1052 , 918 , 727 , 800 , 655 ,628,527,964,1205,1117,877,1131,1293,1100,1047,893,947,919,803,814,921,796,855,846,798,719
174,Palau, 36 , 84 , 70 , 47 , 42 , 21 , 9 , 9 , 8 ,6,2,3,3,10,8,6,8,8,11,6,16,18,7,10,16,12,15,14,13,7
175,Papua New Guinea, 9 , 14 , 20 , 17 , 15 , 22 , 13 , 17 , 15 ,10,14,21,26,26,34,19,44,30,31,15,19,30,20,21,27,18,11,23,18,27
179,Tonga, 646 , 1375 , 1685 , 703 , 348 , 293 , 403 , 416 , 303 ,230,283,349,327,331,238,327,309,437,438,365,379,343,408,276,348,320,327,283,262,225
184,Canada, 12151 , 16812 , 13504 , 15205 , 17156 , 16068 , 12932 , 15825 , 11609 ,10190,8864,16057,21752,19352,11350,15569,21878,18207,15495,15109,16140,13328,12800,12932,13181,11586,12673,12793,11484,9898
186,Mexico, 405172 , 679068 , 946167 , 213802 , 126561 , 111398 , 89932 , 163572 , 146865 ,131575,147573,173493,205560,218822,115585,175411,161445,173749,148640,189989,164920,139120,143446,146406,135028,134052,158619,174534,170581,161858
188,United States, 108 , 122 , 70 , 66 , 60 , 47 , 57 , 51 , 38 ,31,29,35,63,64,32,57,183,333,171,216,181,201,269,279,319,358,370,468,409,306
190,Anguilla, 43 , 41 , 56 , 46 , 23 , 31 , 26 , 36 , 19 ,26,20,25,55,20,26,22,35,32,25,22,21,19,25,23,22,20,22,20,23,23
192,Aruba, 73 , 83 , 56 , 62 , 36 , 24 , 27 , 28 , 26 ,23,14,25,29,32,27,31,42,51,55,36,38,49,39,54,45,40,38,23,47,45
194,Barbados, 1616 , 1745 , 1460 , 1091 , 1184 , 897 , 734 , 1043 , 829 ,726,720,777,895,813,516,630,846,959,689,585,603,465,455,460,428,384,376,371,373,318
195,Bermuda, 182 , 203 , 146 , 153 , 156 , 118 , 111 , 103 , 75 ,63,63,71,98,108,92,100,116,160,108,92,108,72,71,85,88,106,112,99,68,65
197,Cayman Islands, 48 , 53 , 23 , 40 , 16 , 30 , 26 , 24 , 35 ,28,18,31,23,24,35,38,37,65,40,37,45,52,41,44,44,48,53,55,67,47
198,Cuba, 10046 , 10645 , 10349 , 11791 , 13666 , 14727 , 17937 , 26466 , 33587 ,17375,14132,18960,27453,28182,9262,20488,36261,45614,29104,49500,38954,33573,36452,32820,32219,46679,54396,66516,65028,76486
199,Dominica, 748 , 963 , 982 , 809 , 683 , 507 , 591 , 797 , 746 ,283,41,95,93,148,204,132,198,471,428,454,484,366,287,125,244,345,229,298,510,492
200,Dominican Republic, 26723 , 42195 , 41405 , 41969 , 45420 , 51189 , 38512 , 39604 , 27053 ,20387,17864,17465,21195,22515,26159,30506,27503,38068,28024,31879,49414,53870,46109,41566,41311,44577,50610,61161,58520,57413
201,Grenada, 1046 , 1294 , 979 , 848 , 827 , 595 , 583 , 787 , 755 ,655,667,655,645,634,481,609,840,1068,751,784,748,664,579,671,687,633,525,585,544,501
203,Haiti, 13658 , 20324 , 47527 , 11002 , 10094 , 13333 , 14021 , 18386 , 15057 ,13449,16532,22337,27031,20213,12293,14191,14524,22226,30405,26007,24280,22582,22111,22818,20351,15274,16967,23584,21824,21360
204,Jamaica, 24523 , 25013 , 23828 , 18915 , 17241 , 14349 , 16398 , 19089 , 17840 ,15146,14733,15949,15322,14835,13347,14430,18345,24976,19375,18477,21783,19825,19662,20705,19400,19026,17642,23350,21905,20347
206,Montserrat, 124 , 172 , 143 , 104 , 102 , 69 , 83 , 99 , 99 ,65,80,70,61,42,36,33,50,90,66,61,43,27,30,27,-,38,14,14,12,20
212,Trinidad and Tobago, 5394 , 6740 , 8407 , 7008 , 6577 , 6292 , 5424 , 7344 , 6409 ,4852,4283,6635,6618,5738,4138,5384,6568,8854,6829,5937,6256,5435,5023,5214,4724,3988,3212,3469,3100,2758
213,Turks and Caicos Islands, 78 , 206 , 121 , 59 , 39 , 26 , 27 , 35 , 37 ,46,27,46,33,31,26,28,34,52,31,35,31,29,33,30,50,40,38,39,35,41
216,Belize, 2217 , 3867 , 2377 , 1020 , 1035 , 772 , 644 , 786 , 664 ,496,572,757,936,966,588,871,876,1252,1073,1077,1041,965,905,847,946,789,772,851,746,632
217,Costa Rica, 1985 , 2840 , 2341 , 1480 , 1368 , 1205 , 1062 , 1504 , 1330 ,1204,886,1310,1733,1591,1246,1755,2278,3109,2540,2090,2384,2164,2135,2020,2114,1966,2029,2224,2184,2171
218,El Salvador, 57878 , 80173 , 47351 , 26191 , 26818 , 17644 , 11744 , 17903 , 17969 ,14590,14606,22543,31089,31060,28231,29807,21359,31782,21127,19659,19909,18806,18667,16256,18260,19273,19487,23449,25109,28326
219,Guatemala, 19049 , 32303 , 25527 , 10521 , 11870 , 7389 , 6213 , 8763 , 7785 ,7759,7308,9942,13496,16178,14386,18920,16818,24133,17908,16182,12187,10467,11092,10341,10224,10238,11773,13002,13198,15638
220,Honduras, 7593 , 12024 , 11451 , 6552 , 7306 , 5265 , 5496 , 5870 , 7616 ,6463,4809,5917,6571,6435,4645,5508,7012,8177,7646,6540,6404,6448,6133,6884,8898,8156,9274,13302,11387,13794
221,Nicaragua, 8830 , 11562 , 17842 , 8949 , 7086 , 5255 , 4408 , 6903 , 6331 ,3521,13389,20947,19634,10659,4094,4009,3305,4145,3716,3614,4137,3565,3401,3046,3048,2886,3324,3486,3072,3061
222,Panama, 3482 , 3433 , 4204 , 2845 , 2679 , 2378 , 2247 , 2560 , 1981 ,1646,1646,1829,1867,1680,1164,1417,1815,2418,1916,1678,1806,1536,1374,1281,1234,1095,1052,1029,889,897
224,Argentina, 3301 , 5437 , 3889 , 3877 , 2824 , 2318 , 1762 , 2456 , 1964 ,1511,1393,2317,3297,3661,3129,4805,7081,7327,5645,5353,5780,4399,4473,4359,4372,3874,3730,4091,3482,3080
225,Bolivia, 1805 , 2843 , 3006 , 1510 , 1545 , 1404 , 1332 , 1913 , 1734 ,1513,1448,1761,1819,1664,1376,1768,2197,4025,2590,2436,2837,2253,2173,1948,2071,1719,1626,1595,1510,1523
226,Brazil, 3332 , 4191 , 8133 , 4755 , 4604 , 4491 , 4558 , 5891 , 4583 ,4401,3902,6943,9448,9439,6331,10556,16662,17903,14295,12195,14701,12258,11763,11441,11033,10429,11424,13812,14989,15394
227,Chile, 3037 , 4049 , 2842 , 1937 , 1778 , 1640 , 1534 , 1706 , 1443 ,1240,1092,1700,1921,1839,1310,1810,2404,2774,2274,2017,2250,1950,1853,1673,1736,1581,1596,1698,1625,1519
228,Colombia, 15214 , 24189 , 19702 , 13201 , 12819 , 10847 , 10838 , 14283 , 13004 ,11836,9966,14427,16627,18758,14720,18846,25566,43144,33187,30213,27849,22406,22635,20931,21131,18175,17316,18610,17956,17545
229,Ecuador, 7532 , 12476 , 9958 , 7286 , 7324 , 5906 , 6397 , 8321 , 7780 ,6852,8904,7651,9665,10561,7066,8626,11608,17489,12248,11663,12128,11492,11103,9342,10591,10960,10187,10757,10594,11472
232,Guyana, 10789 , 11362 , 11666 , 9064 , 8384 , 7662 , 7362 , 9489 , 7257 ,3963,3300,5719,8279,9938,6809,6351,9317,9552,5726,6823,6670,6749,6599,5683,5897,6267,5543,5771,5468,5165
233,Paraguay, 529 , 704 , 538 , 514 , 668 , 789 , 559 , 615 , 304 ,275,217,338,401,356,207,328,516,719,545,481,530,467,500,467,448,391,382,434,391,389
234,Peru, 10175 , 15726 , 16237 , 9868 , 10447 , 9177 , 8066 , 12871 , 10853 ,10154,8438,9579,11062,11918,9409,11794,15676,21718,17699,15184,16957,14247,14064,12609,12564,10606,10148,10940,10115,9878
235,Suriname, 163 , 240 , 178 , 238 , 211 , 190 , 213 , 211 , 191 ,143,141,256,245,247,180,166,300,314,197,218,227,216,196,187,178,158,134,156,136,182
236,Uruguay, 948 , 1457 , 1161 , 716 , 568 , 516 , 414 , 540 , 429 ,368,271,426,541,536,469,787,1154,1664,1418,1451,1775,1331,1553,1374,1352,1128,1078,972,1001,960
237,Venezuela, 2099 , 3142 , 2622 , 2340 , 2743 , 2427 , 2627 , 3468 , 3328 ,3136,2508,4693,5170,5228,4018,6220,10645,11341,10692,10514,11154,9409,9183,9387,9572,8427,9144,10772,11809,11762
